"Q1_star_avg","EIF_std","num_pp","Q1_star_lb","Q1_star_ub","patient_profiles","htn_med_class"
0.577992106521221,0.0518475647175521,108,0.476370879674818,0.679613333367623,"(65,150]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","arb"
0.304419275070605,0.0276527681060474,325,0.250219849582753,0.358618700558458,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
0.255870200868225,0.045043927587495,337,0.167584102796735,0.344156298939716,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","arb"
0.253603251573106,0.052929768193136,98,0.14986090591456,0.357345597231653,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
0.253145459459079,0.0210357194429243,586,0.211915449350947,0.29437546956721,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","arb"
0.289642780720667,0.0459167940716043,149,0.199645864340323,0.379639697101012,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_(0.95,5]","arb"
0.100319740823005,0.0382521361736256,209,0.0253455539226987,0.175293927723311,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","arb"
0.310128472815409,0.0500319563523581,124,0.212065838364787,0.408191107266031,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","arb"
0.307003363577953,0.0384007863388015,130,0.231737822353902,0.382268904802004,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","arb"
0.382988687182035,0.0535082708209847,76,0.278112476372905,0.487864897991165,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","arb"
0.318519188684131,0.0156399453566965,1181,0.287864895785006,0.349173481583256,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.313116665169449,0.0155490179173132,1646,0.282640590051515,0.343592740287383,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
0.128110415529888,0.0302773681804834,809,0.0687667738961403,0.187454057163635,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","ccb"
